"x"
"                                                                                                                                                                                                                                                               "
"tnt                                                                                                                                                                                                                                                            "
"multipremier                                                                                                                                                                                                                                                   "
"deportivos                                                                                                                                                                                                                                                     "
"novelas                                                                                                                                                                                                                                                        "
"discovery ID,discovery TLC,Syfy                                                                                                                                                                                                                                "
"series,documentales sobre él universo ,animales ect. deportes.                                                                                                                                                                                                 "
"pesca pesada, histori horror                                                                                                                                                                                                                                   "
"programas científicos y culturales                                                                                                                                                                                                                             "
"exorcista serie                                                                                                                                                                                                                                                "
"Novelas y musicales                                                                                                                                                                                                                                            "
"de música, belleza, moda, las series de narcos                                                                                                                                                                                                                 "
"películas                                                                                                                                                                                                                                                      "
"los policíacos                                                                                                                                                                                                                                                 "
"discovery                                                                                                                                                                                                                                                      "
"documentales                                                                                                                                                                                                                                                   "
"series                                                                                                                                                                                                                                                         "
"la sopa                                                                                                                                                                                                                                                        "
"las series y peliculas                                                                                                                                                                                                                                         "
"deportes,culturales y documentales                                                                                                                                                                                                                             "
"deportes                                                                                                                                                                                                                                                       "
"deportes, series, peliculas                                                                                                                                                                                                                                    "
"alerta aeropuerto                                                                                                                                                                                                                                              "
"el precio de la historia y persiguiendo a Hittler                                                                                                                                                                                                              "
"las series de drama o acción                                                                                                                                                                                                                                   "
"Drake y Josh                                                                                                                                                                                                                                                   "
"las noches del boxeo                                                                                                                                                                                                                                           "
"mentes criminales                                                                                                                                                                                                                                              "
"los programas de musica en ingles... la comedia y las series ,los shows en vivo.                                                                                                                                                                               "
"club de cuervos                                                                                                                                                                                                                                                "
"amigos con derechos,amor asesino, oculta obsesión                                                                                                                                                                                                              "
"series... telenovelas de telemundo programas de espectáculos de otro pais                                                                                                                                                                                      "
"programas del mundo animal                                                                                                                                                                                                                                     "
"telenovelas                                                                                                                                                                                                                                                    "
"series peliculas                                                                                                                                                                                                                                               "
"arrow                                                                                                                                                                                                                                                          "
"las telenovelas y los programas de musica.                                                                                                                                                                                                                     "
"las series de súper héroes                                                                                                                                                                                                                                     "
"CSI                                                                                                                                                                                                                                                            "
"south park                                                                                                                                                                                                                                                     "
"la teoría del big ban, Grey, walking dead                                                                                                                                                                                                                      "
"las películas                                                                                                                                                                                                                                                  "
"los deportes                                                                                                                                                                                                                                                   "
"cartón network, bandamax, history Chanel, precio de la historia                                                                                                                                                                                                "
"lo que callamos las mujeres                                                                                                                                                                                                                                    "
"breakin bad                                                                                                                                                                                                                                                    "
"deportivos  , series ,  comedia                                                                                                                                                                                                                                "
"partidos exctlucibos                                                                                                                                                                                                                                           "
"musicales, la voz México, bailando por un sueño, parodiando, comedias y caricaturas                                                                                                                                                                            "
"películas, series                                                                                                                                                                                                                                              "
"canales comicos y documentales                                                                                                                                                                                                                                 "
"documentales,musicales                                                                                                                                                                                                                                         "
"canalea de peliculas,caricaturas,series                                                                                                                                                                                                                        "
"canales de informacion turistica                                                                                                                                                                                                                               "
"peliculas                                                                                                                                                                                                                                                      "
"finanzas                                                                                                                                                                                                                                                       "
" canales de informacion                                                                                                                                                                                                                                        "
"documentales y peliculas                                                                                                                                                                                                                                       "
"deportivos,documentales                                                                                                                                                                                                                                        "
"programas educativos y de informacion                                                                                                                                                                                                                          "
"hoy                                                                                                                                                                                                                                                            "
"vídeos musicales o de artistas                                                                                                                                                                                                                                 "
"los capitanes de espn                                                                                                                                                                                                                                          "
"Ver películas                                                                                                                                                                                                                                                  "
"Arrow , familia peluche                                                                                                                                                                                                                                        "
"Lo que callamos las mujeres, Sabadazo, a cada quien su santo                                                                                                                                                                                                   "
"nacional geograpic                                                                                                                                                                                                                                             "
"Sábados de box, luchha libre, fútbol, box Azteca, chicago five, noticieros .                                                                                                                                                                                   "
"las novelas de la tarde y de la noche                                                                                                                                                                                                                          "
"la rosa de guadalupe y 3 veces ana                                                                                                                                                                                                                             "
"historiales                                                                                                                                                                                                                                                    "
"tnt,fox                                                                                                                                                                                                                                                        "
"terapia chock, tatuajes terribles,                                                                                                                                                                                                                             "
"serie de.terror                                                                                                                                                                                                                                                "
"mega fabricas y top score                                                                                                                                                                                                                                      "
"De a&e new Orleans, sixties de nat Geo , amor asesino de ID.                                                                                                                                                                                                   "
"tnt cinecanal                                                                                                                                                                                                                                                  "
"la jugada y south park                                                                                                                                                                                                                                         "
"telehit, Ritmoson, Disney                                                                                                                                                                                                                                      "
"el señor de los cielos                                                                                                                                                                                                                                         "
"Por el trabajo que realizó veo mucho programas para niños,                                                                                                                                                                                                     "
"Las series                                                                                                                                                                                                                                                     "
